"","qname","log2fc"
"211","ARCN1_c_118443961.23","0.161008384062683"
"212","ARCN1_c_118443961.25","0.134546321665001"
"213","ARCN1_c_118443962.26","-0.0474839020931781"
"214","ARCN1_c_118443990.25","-0.0875410237977352"
"215","ARCN1_c_118444011.28","-0.234501366442016"
"216","ARCN1_c_118444037.23","0.387979625511625"
"217","ARCN1_c_118444037.27","-0.344379793121209"
"218","ARCN1_c_118444037.28","-0.168940280768786"
"219","ARCN1_c_118444040.26","-0.0529697189669842"
"220","ARCN1_c_118444043.26","0.324550325243955"
"221","ARCN1_c_118444052.25","-0.060393155409391"
"222","ARCN1_c_118444052.28","-0.364740606749171"
"223","ARCN1_c_118444053.26","0.0286232545557595"
"224","ARCN1_c_118444142.28","0.486383723427016"
"225","ARCN1_c_118444148.26","0.298481324498207"
"226","ARCN1_c_118444148.27","-0.180521846562116"
"227","ARCN1_c_118444152.27","0.121399694972017"
"228","ARCN1_c_118444155.28","0.308608227187613"
"229","ARCN1_c_118444394.25","0.536743345117562"
"230","ARCN1_c_118444394.27","0.137299092783356"
"231","ARCN1_c_118444439.25","0.0510225750628971"
"232","ARCN1_c_118444521.24","-0.0588490024019238"
"233","ARCN1_c_118444547.27","0.271496925339444"
"234","ARCN1_c_118444547.28","0.0748754639192328"
"235","ARCN1_c_118444588.27","0.0448094394940724"
"236","ARCN1_c_118444603.26","0.0817603264880872"
"237","ARCN1_c_118444641.27","-0.198210674485194"
"238","ARCN1_c_118444719.28","0.567568333492991"
"239","ARCN1_c_118444791.27","0.113247329842414"
"240","ARCN1_c_118444792.28","-0.0885386195356848"
"241","ARCN1_c_118444895.26","0.0037312714374617"
"242","ARCN1_c_118444896.25","0.0206157159511285"
"243","ARCN1_c_118444896.27","0.036956417817939"
"244","ARCN1_c_118444937.26","0.128848055316689"
"245","ARCN1_c_118444987.25","-0.043990858193793"
"246","ARCN1_c_118445012.27","0.486239500119976"
"247","ARCN1_c_118445013.27","0.479211475419687"
"248","ARCN1_c_118445013.28","0.113567599495287"
"249","ARCN1_c_118445063.23","0.443558212132902"
"250","ARCN1_c_118445063.24","0.350379284153417"
"251","ARCN1_c_118445064.24","-0.172331572379867"
"252","ARCN1_c_118445064.25","0.344195574888645"
"253","ARCN1_c_118446032.26","-0.24397218795517"
"254","ARCN1_c_118446126.27","0.547718316717233"
"255","ARCN1_c_118446127.25","0.116085093370959"
"256","ARCN1_c_118446127.28","0.703811625289725"
"257","ARCN1_c_118446238.26","0.522529887061004"
"258","ARCN1_c_118446402.28","0.230574955122002"
"259","ARCN1_c_118446445.26","0.163740569007766"
"260","ARCN1_c_118446592.27","0.252730989826351"
"261","ARCN1_c_118446629.28","0.0672534159736887"
"262","ARCN1_c_118446658.26","0.182497748693426"
"263","ARCN1_c_118446763.27","-0.0676126036052078"
"264","ARCN1_c_118446794.24","0.364906303076871"
"265","ARCN1_c_118446850.23","-0.0324319318282081"
"266","ARCN1_c_118446875.23","-0.0158633379750683"
"267","ARCN1_c_118446875.26","-0.122877360519172"
"268","ARCN1_c_118446875.27","0.155683271307634"
"269","ARCN1_c_118447011.26","0.496894977086378"
"270","ARCN1_c_118447012.27","0.170788567332655"
"271","ARCN1_c_118447059.27","-0.0549804029571741"
"272","ARCN1_c_118447060.28","-0.032668387342991"
"273","ARCN1_c_118447093.27","0.151538314627419"
"274","ARCN1_c_118447094.28","0.0520823924777081"
"275","ARCN1_c_118447120.27","-0.118768962668522"
"276","ARCN1_c_118447120.28","-0.0575076848885167"
"277","ARCN1_c_118447229.25","0.0405292762488645"
"278","ARCN1_c_118447229.27","0.345674273527105"
"279","ARCN1_c_118447230.26","0.0773779767010179"
"280","ARCN1_c_118447230.28","0.129272850897968"
"281","ARCN1_c_118447353.26","0.0763051029373499"
"282","ARCN1_c_118447375.28","0.200025142052014"
"283","ARCN1_c_118447435.24","0.308412195000352"
"284","ARCN1_c_118447459.25","0.00341340906760122"
"285","ARCN1_c_118447459.26","-0.156518831134702"
"286","ARCN1_c_118447460.26","0.0455646594822716"
"287","ARCN1_c_118447460.27","-0.252005659235404"
"288","ARCN1_c_118447467.27","0.358420411206615"
"289","ARCN1_c_118447491.23","-0.049707490771032"
"290","ARCN1_c_118447491.25","0.240673887433798"
"291","ARCN1_c_118447491.26","0.228189825351771"
"292","ARCN1_c_118447492.24","0.0250872177988855"
"293","ARCN1_c_118447492.26","0.19516761622535"
"294","ARCN1_c_118447492.27","0.0824629058936062"
"295","ARCN1_c_118447493.25","-0.0704593850778338"
"296","ARCN1_c_118447493.27","1.42351967179355"
"297","ARCN1_c_118447493.28","0.106480323248136"
"298","ARCN1_c_118447501.26","-0.0979380607950439"
"299","ARCN1_c_118447512.23","-0.0384653998450483"
"300","ARCN1_c_118447512.27","0.70973387838532"
"301","ARCN1_c_118447536.25","-0.159828710595032"
"302","ARCN1_c_118447536.26","-0.208516057474502"
"303","ARCN1_c_118447543.24","-0.112451439030968"
"304","ARCN1_c_118447619.26","0.82072129263574"
"305","ARCN1_c_118447624.28","-0.308369031624578"
"306","ARCN1_c_118447629.28","0.40281106594036"
"307","ARCN1_c_118447632.27","0.173293245803234"
"308","ARCN1_w_118438354.27","-0.236206564765697"
"309","ARCN1_w_118438354.28","-0.0301652966644417"
"310","ARCN1_w_118438566.28","-0.386974582103119"
"311","ARCN1_w_118438713.28","0.24152376075673"
"312","ARCN1_w_118438729.28","0.353678681375268"
"313","ARCN1_w_118438742.27","0.278962674096497"
"314","ARCN1_w_118438796.24","0.17005755919225"
"315","ARCN1_w_118438796.27","0.208533268141128"
"316","ARCN1_w_118438850.25","-0.150690440013399"
"317","ARCN1_w_118438850.28","-0.0476148638925858"
"318","ARCN1_w_118438862.24","0.0918395154063538"
"319","ARCN1_w_118438863.23","0.0347382829039754"
"320","ARCN1_w_118438935.24","-0.15678775195209"
"321","ARCN1_w_118439355.28","-0.0418459363106534"
"322","ARCN1_w_118439669.25","0.0670235776559592"
"323","ARCN1_w_118440322.28","0.345733637370138"
"324","ARCN1_w_118440336.27","0.231373493222542"
"325","ARCN1_w_118440370.28","0.141821840974902"
"326","ARCN1_w_118440378.23","0.485231295875777"
"327","ARCN1_w_118440378.25","0.233780574764837"
"328","ARCN1_w_118441063.26","0.0204780075618448"
"329","ARCN1_w_118441068.28","0.341316952044718"
"330","ARCN1_w_118441069.27","-0.0372717657117511"
"331","ARCN1_w_118441073.28","0.249937452501464"
"332","ARCN1_w_118441780.27","0.525342511247274"
"333","ARCN1_w_118441821.27","0.00928758880060691"
"334","ARCN1_w_118442263.25","-0.273009922319798"
"335","ARCN1_w_118442286.28","-0.131079983684533"
"336","ARCN1_w_118442327.28","0.195345489295548"
"337","ARCN1_w_118442868.28","-0.0445237798284663"
"338","ARCN1_w_118442973.24","-0.239079008123346"
"339","ARCN1_w_118442973.25","0.3508912118826"
"340","ARCN1_w_118442973.28","-0.0296416097998345"
"341","ARCN1_w_118442993.25","0.159565853091197"
"342","ARCN1_w_118442994.24","0.267035716990907"
"343","ARCN1_w_118442995.28","0.18531064707085"
"344","ARCN1_w_118442996.27","-0.139317561354777"
"345","ARCN1_w_118442996.28","0.201495325220405"
"346","ARCN1_w_118443002.27","0.448306627677725"
"347","ARCN1_w_118443005.24","0.756217742482274"
"348","ARCN1_w_118443022.24","-0.158196294586386"
"349","ARCN1_w_118443022.25","0.0606553309708535"
"350","ARCN1_w_118443022.26","0.145958226454873"
"351","ARCN1_w_118443022.27","0.297009590325732"
"352","ARCN1_w_118443035.27","0.195855124256046"
"353","ARCN1_w_118443035.28","0.623947886254542"
"354","ARCN1_w_118443036.25","0.0652240511770712"
"355","ARCN1_w_118443036.26","0.329596080008912"
"356","ARCN1_w_118443036.27","0.446729519794913"
"357","ARCN1_w_118443070.24","0.29175574613619"
"358","ARCN1_w_118443070.27","0.00708605485285859"
"359","ARCN1_w_118443070.28","0.403624616943345"
"360","ARCN1_w_118443071.26","0.0246628991743632"
"361","ARCN1_w_118443071.27","0.64499342280171"
"362","ARCN1_w_118443072.25","0.137675938391077"
"363","ARCN1_w_118443072.26","0.163645027633105"
"364","ARCN1_w_118443073.24","0.233901474786241"
"365","ARCN1_w_118443073.25","0.483553691044501"
"366","ARCN1_w_118443096.24","0.17484393650356"
"367","ARCN1_w_118443096.25","0.0702321376370735"
"368","ARCN1_w_118443096.27","-0.25289123250012"
"369","ARCN1_w_118443096.28","0.234188210503151"
"370","ARCN1_w_118443119.25","0.69430223774061"
"371","ARCN1_w_118443119.28","-0.0263066779198226"
"372","ARCN1_w_118443122.25","0.349219928128256"
"373","ARCN1_w_118443122.28","-0.0429832385113489"
"374","ARCN1_w_118443154.28","-0.186168742913953"
"375","ARCN1_w_118443175.26","-0.399639877337706"
"376","ARCN1_w_118443175.27","-0.243791453507765"
"377","ARCN1_w_118443192.26","-0.0149279793971009"
"378","ARCN1_w_118443192.27","-0.15950828169024"
"379","ARCN1_w_118443192.28","0.205168239479662"
"380","ARCN1_w_118443193.26","0.339808924560614"
"381","ARCN1_w_118443193.27","0.247249040260433"
"382","ARCN1_w_118443193.28","1.15917446912614"
"383","ARCN1_w_118443210.27","0.219682307920194"
"384","ARCN1_w_118443211.26","-0.233565363883129"
"385","ARCN1_w_118443217.24","-0.538352912600797"
"386","ARCN1_w_118443217.26","-0.247579000721981"
"387","ARCN1_w_118443217.28","-0.226600666339067"
"388","ARCN1_w_118443218.25","-0.126015084599577"
"389","ARCN1_w_118443218.27","0.180201431757355"
"390","ARCN1_w_118443218.28","0.304486964358253"
"391","ARCN1_w_118443219.24","-0.141414812757355"
"392","ARCN1_w_118443219.26","-0.00139479205416852"
"393","ARCN1_w_118443219.27","0.200533512469276"
"394","ARCN1_w_118443219.28","0.470885649929706"
"395","ARCN1_w_118443228.25","0.269228281671529"
"396","ARCN1_w_118443228.26","0.4730321393981"
"397","ARCN1_w_118443228.28","0.181353329226114"
"398","ARCN1_w_118443246.28","0.050117823484705"
"399","ARCN1_w_118443249.25","0.0765528020057396"
"400","ARCN1_w_118443249.26","-0.0330452736012224"
"401","ARCN1_w_118443252.27","-0.115556174938024"
"402","ARCN1_w_118443252.28","0.152654236908122"
"403","ARCN1_w_118443255.24","-0.222205188257652"
"404","ARCN1_w_118443255.25","-0.204976131581694"
"405","ARCN1_w_118443256.23","-0.428456618857725"
"406","ARCN1_w_118443256.24","-0.603694671950775"
"407","ARCN1_w_118443261.24","-0.20513653036286"
"408","ARCN1_w_118443261.25","0.0252231253263035"
"409","ARCN1_w_118443261.26","0.384964445709943"
"410","ARCN1_w_118443273.28","-0.0430508575076462"
"411","ARCN1_w_118443278.28","0.0131991980518605"
"412","ARCN1_w_118443284.25","-0.0338909990398132"
"413","ARCN1_w_118443284.27","-0.224583210137918"
"414","ARCN1_w_118443284.28","-0.10402989767009"
"415","ARCN1_w_118443285.24","-0.135169759661851"
"416","ARCN1_w_118443285.26","0.52923190032572"
"417","ARCN1_w_118443285.27","0.01202597681931"
"418","ARCN1_w_118443292.27","0.0148885131626315"
"419","ARCN1_w_118443292.28","-0.0576460881830764"
"420","ARCN1_w_118443300.25","-1.00808488959889"
"421","ARCN1_w_118443300.28","-0.121427687580102"
"422","ARCN1_w_118443305.23","-2.11895129395898"
"423","ARCN1_w_118443305.27","-0.606904499649834"
"424","ARCN1_w_118443305.28","-0.59790739194704"
"425","ARCN1_w_118443318.27","-0.531023161717659"
"426","ARCN1_w_118443318.28","-0.0917504232202245"
"427","ARCN1_w_118443331.28","-0.396228098967982"
"428","ARCN1_w_118443355.27","0.53444363174866"
"429","ARCN1_w_118443389.26","0.240930546024322"
"430","ARCN1_w_118443389.27","-0.0149923867076068"
"431","ARCN1_w_118443411.27","0.118861143994734"
"432","ARCN1_w_118443411.28","0.170227596508847"
"433","ARCN1_w_118443414.25","0.102197652140293"
"434","ARCN1_w_118443420.27","0.60308839830954"
"435","ARCN1_w_118443421.26","0.093493369639707"
"436","ARCN1_w_118443428.25","-0.225574438546589"
"437","ARCN1_w_118443428.26","-0.265374447612597"
"438","ARCN1_w_118443437.25","-0.109502437851576"
"439","ARCN1_w_118443452.25","-0.0784501841904297"
"440","ARCN1_w_118443452.28","-0.0609574294128821"
"441","ARCN1_w_118443457.23","0.158978047534762"
"442","ARCN1_w_118443457.24","-0.218630003515251"
"443","ARCN1_w_118443457.26","0.0183126211785538"
"444","ARCN1_w_118443457.28","0.200424688568913"
"445","ARCN1_w_118443490.27","0.193672042525776"
"446","ARCN1_w_118443495.28","-0.0437380692269735"
"447","ARCN1_w_118443506.24","0.0774733136049896"
"448","ARCN1_w_118443507.23","-0.164018647705485"
"449","ARCN1_w_118443526.26","-0.0683258425579784"
"450","ARCN1_w_118443526.28","-0.173369395223044"
"451","ARCN1_w_118443527.25","0.629479580118008"
"452","ARCN1_w_118443527.27","0.00209502860302021"
"453","ARCN1_w_118443528.24","0.0959072634037326"
"454","ARCN1_w_118443528.26","0.258619308762951"
"455","ARCN1_w_118443538.25","-0.157365772711208"
"456","ARCN1_w_118443538.28","-0.087319330129026"
"457","ARCN1_w_118443539.24","-0.426130968706007"
"458","ARCN1_w_118443539.27","0.542441403562713"
"459","ARCN1_w_118443583.22","0.392932944228948"
"460","ARCN1_w_118443583.28","-0.0730194587227858"
"461","ARCN1_w_118443584.27","-0.0208784569795329"
"462","ARCN1_w_118443596.24","0.148836856698046"
"463","ARCN1_w_118443614.25","-0.245126533508085"
"464","ARCN1_w_118443614.27","-0.139364554980817"
"465","ARCN1_w_118443615.24","-0.0388006328534462"
"466","ARCN1_w_118443615.26","-0.268811088476568"
"467","ARCN1_w_118443618.26","0.166389211811214"
"468","ARCN1_w_118443624.24","0.00191723748228507"
"469","ARCN1_w_118443625.28","-0.390588571923827"
"470","ARCN1_w_118443652.23","0.37199648380427"
"471","ARCN1_w_118443652.26","1.43293283578302"
"472","ARCN1_w_118443659.27","0.0860021852905938"
"473","ARCN1_w_118443673.23","0.24238180664675"
"474","ARCN1_w_118443673.25","-0.236175702933806"
"475","ARCN1_w_118443673.26","-0.154519734205959"
"476","ARCN1_w_118443673.27","0.150725319624186"
"477","ARCN1_w_118443697.23","0.017630311930348"
"478","ARCN1_w_118443697.24","0.100199504828928"
"479","ARCN1_w_118443698.23","-0.166796718378714"
"480","ARCN1_w_118443702.28","0.571999225667659"
"481","ARCN1_w_118443703.27","0.381928126386569"
"482","ARCN1_w_118443704.26","0.411656287417488"
"483","ARCN1_w_118443704.28","-0.00281259760354693"
"484","ARCN1_w_118443719.25","0.195861182558024"
"485","ARCN1_w_118443719.26","0.638589262396389"
"486","ARCN1_w_118443719.28","-0.0682142799947879"
"487","ARCN1_w_118443835.28","0.164136657235809"
"488","ARCN1_w_118443836.27","0.0728078382806267"
"489","ARCN1_w_118443852.24","0.0875883368622554"
"490","ARCN1_w_118443852.26","0.289210987702537"
"491","ARCN1_w_118443884.26","-0.0419979646816691"
"492","ARCN1_w_118443924.25","-0.00613248287536645"
"493","ARCN1_w_118443924.26","0.357842585335336"
"494","ARCN1_w_118443986.27","0.048967751193307"
"495","ARCN1_w_118444063.26","-0.473641554085891"
"496","ARCN1_w_118444063.27","-0.0725243758419593"
"497","ARCN1_w_118444066.28","-0.0764379617124782"
"498","ARCN1_w_118444072.28","0.678247789170659"
"499","ARCN1_w_118444083.28","0.598126024904687"
"500","ARCN1_w_118444087.24","0.0914507002989458"
"501","ARCN1_w_118444087.27","-0.0206386503311428"
"502","ARCN1_w_118444088.26","0.172337260527292"
"503","ARCN1_w_118444186.28","0.207534125515624"
"504","ARCN1_w_118444399.23","-0.281677319027289"
"505","ARCN1_w_118444399.24","0.283949844156288"
"506","ARCN1_w_118444472.25","-0.0491875945633386"
"507","ARCN1_w_118444493.26","0.527742891728213"
"508","ARCN1_w_118444559.24","-0.330829811625405"
"509","ARCN1_w_118444559.26","0.0597095668661722"
"510","ARCN1_w_118444559.27","-0.121802514698437"
"511","ARCN1_w_118444626.28","-0.0451650428713841"
"512","ARCN1_w_118444627.27","0.113982522794206"
"513","ARCN1_w_118444636.28","-0.0553777339025108"
"514","ARCN1_w_118444637.27","0.0725938199568973"
"515","ARCN1_w_118444802.27","0.237169023509188"
"516","ARCN1_w_118444803.26","0.136703228485392"
"517","ARCN1_w_118444909.24","-0.19997516891485"
"518","ARCN1_w_118444909.26","-0.0680962640360564"
"519","ARCN1_w_118444916.27",NA
"520","ARCN1_w_118444917.26",NA
"521","ARCN1_w_118445015.23","0.243323643885639"
"522","ARCN1_w_118445015.24","0.0172110030894106"
"523","ARCN1_w_118445021.23","-0.757098029506132"
